type,chapter,location,japanese,english,row
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",エイラ「思いだせ　マール！ エイラ達　むかしの王様 たのんだ！ 『虹色の貝がら』　今　この城ある！ ちがうか？[END],"Ayla: Remember, Marle! Aylas asked old times king! ""Rainbow-Colored Shell"" now in this castle! That wrong?",16339
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",魔王「『虹色の貝がら』を 持って行けばいいではないか……。[END],"Magus: Shouldn't we just bring the ""Rainbow-Colored Shell""......?",16342
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",魔王「バカめ、わすれたか？ AD600年でやってきた事を……。[END],"Magus: You idiot, you forgot? What we did in A.D.600......",16345
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Soldier] まもなく判決が出ます。 それまで誰も出入りを許すなとの 大臣のご命令で。[END],[Soldier] A verdict will be reached before long. The Chancellor's orders are to allow no one in or out until then.,16351
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Soldier] ここは宝物庫です。 危険ですので入れません。[END],"[Soldier] This is the treasure vault. It is dangerous, so you cannot enter.",16356
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Soldier] く…… ネズミにスネをかじられた。[END],[Soldier] Kh...... My leg got bitten by a rat.,16360
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",にょろた「親分は13代にわたる うらみがはらせるってウキウキさ。 きっきっきっき！,"Slitherta: It's so great the boss'll be able to avenge his 13-generation grudge. Kee, kee, kee, kee, kee!",16364
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",にょろぽん「でっちあげのしょうこ品で 王様を死刑にするんだとよ。 きっきっきっき！[END],"Slitherpon: He says the king'll be condemned to death with the made-up evidence. Kee, kee, kee, kee!",16368
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「やっぱりいんぼうよ！ 急ぎましょう！[END],Marle: There really is a conspiracy! Let's hurry!,16371
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",商人「ええ、たしかに王様から 買いましたよ。 大変お金に困られていた様子で……。,"Merchant: Yes, I definitely bought it from the King. He seemed to be having serious money troubles, and......",16375
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ガルディア王「うそをもうすな！ 私はお前など会ったこともない。[END],King Guardia: Don't lie! I've never even met you.,16378
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",裁判長「せいしゅくに！[END],Presiding Judge: Silence!,16380
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",商人「へへ これでよかったかい？,"Merchant: Heh heh, Was that good?",16383
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「グーだ！[END],Chancellor: Good!,16385
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「あった！　虹色の貝がら！！[END],Marle: Here it is! The Rainbow-Colored Shell!!,16387
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ルッカ「何これ……、てがみ？[END],Lucca: What's this...... a letter?,16389
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ロボ「何デスカ、このてがみハ？[END],"Robo: What IS it, this letter?",16391
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",カエル「こんな所にてがみ……？[END],Frog: A letter in a place like this......?,16393
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",エイラ「ここ　何かある！ かみ　ある　かみ　ある！[END],"Ayla: Something here! Paper here, paper here!",16396
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",魔王「てがみがあるぞ。 もやすか？[END],Magus: There's a letter. Burn it?,16399
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「マールへ……？,Marle: To Marle......?,16401
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",親愛なるマールへ。 父上との仲はいかがでしょう？,Dear Marle. How are your relations with your father?,16404
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",今のあなたには、わからないかも 知れませんが、いがみあっても はなれていても、親子は親子。,"As you are now, you may not understand, but even when you quarrel, even when you are apart, parent and child are parent and child.",16408
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",あなたは、いつか親から巣立って 行かねばなりません。 そして、あなたもいつか親となる。,"You must someday leave your parent's nest. And then, you too will someday become a parent.",16412
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",それはいつの世も変わりないはず。 だからこそ、私達とマールも つながっているのですから……。,I doubt that will change in any generation. That exactly is why we and you are also linked......,16416
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ガルディア王21世 その妃リーネより。[END],From King Guardia the 21st's Queen Leene.,16419
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ルッカ「ニクい事やってくれるわね……,Lucca: What a horribly wonderful thing to do......,16421
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",って、それどころじゃないわ！[END],"Hey, this is no time for that!",16423
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ロボ「ワタシは親がいないので 子を愛する気持ちがわかりまセンが この文章は何か……あたたかいデスネ。[END],"Robo: I have no parents, so I do NOT understand the feeling of loving a child, but this text IS somehow...... warm.",16427
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",カエル「リーネ様……,Frog: Leene-sama......,16429
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",さ、先を急ごう！[END],"Come on, let's hurry on!",16431
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",エイラ「おう　すだつ！ エイラにもそれ　わかる！ プテランもすだつ。 時たてば　すだつ！,"Ayla: Oh, leave nest! Ayla understand that too! Pteran leave nest too. When time pass, leave nest!",16437
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マールも　すだつか？ それすごい！[END],Marle leave nest too? That great!,16440
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",エイラ「すだつ！　ねねする！ 子供うむ！　おっぱいやる！ そしてまた　子がすだつ！[END],Ayla: Leave nest! Sleep! Bear kids! Give boobs! And then kids leave nest again!,16445
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",エイラ「オマエ　だいじょぶか？ おっぱいないな……。[END],Ayla: You be okay? Not have boobs......,16449
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",魔王「感動している場合では ないと思うが……。[END],Magus: I don't think this is any time to be getting all emotional......,16452
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「父上！今行くからねッ！！[END],Marle: Father! I'll be right there!!,16454
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",裁判長「ばいしんいん達よ。 有罪と思う者は左へ 無罪だと思う者は右へ行きなさい！[END],"Presiding Judge: Jurors. Go, those who think he is guilty to the left, those who think he is not guilty to the right!",16459
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Juror] 有罪[END],[Juror] Guilty.,16462
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「どーしてもダメと言うの？,Marle: You mean it's no good no matter what?,16464
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",兵士「はい、どーしてもです。[END],"Soldier: Yes, no matter what.",16466
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「手はあるわ！ 少々あらっぽいけど……,"Marle: There's a way! It's a bit rough, but......",16469
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",ついて来て！[END],Follow me!,16471
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",裁判長「判決をいいわたす！ 有罪4　無罪1 よって有罪とする！！[END],"Presiding Judge: I shall announce the verdict! Guilty: 4, innocent: 1 Accordingly, we find him guilty!!",16475
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「これでガルディアの時代は 終わりましたな…… これからは、この私が国をしきします。,"Chancellor: With this, the age of Guardia has ended...... From now on, I will run the country.",16479
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",さ！　つれて行け！！[END],Now! Take him away!!,16481
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",[Marle] 「待ってーーー！！[END],[Marle] 'Waaaaaaiiit!!,16484
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「誰だ！[END],Chancellor: Who is it!,16486
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「ちちうえェーー！！[END],Marle: Fatherrrrr!!,16488
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",王「マールディア！[END],King: Marledia!,16490
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「マールディア様！[END],Chancellor: Marledia-sama!,16492
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「し、しかしもうおそい！ ガルディア王は国民の裁判によって刑は 決まったのです。　王と言えども……[END],"Chancellor: H, however, it's too late! King Guardia's sentence was decided though a trial of the people. Even though he may be king......",16497
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「そんな事ないわ！ それは、あなたのでっちあげよ！！[END],Marle: Not a chance! You framed him!!,16501
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「いやいや、事実王は王家の宝を……,"Chancellor: No, no, the truth about the king is, the royal family's treasure......",16504
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「宝ならここに！！[END],"Marle: If it's the treasure, here!!",16506
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「そ、それは！[END],"Chancellor: Th, that's!",16509
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「かんねんなさい！ 大臣！[END],"Marle: Give it up, chancellor!",16512
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「くく……[END],"Chancellor: Ku, ku......",16514
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「？[END],Marle: ?,16516
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「くくくく……,"Chancellor: Ku, ku, ku, ku......",16518
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",かんねんするのは君達の方だよ。 先祖代々うけつがれてきたうらみ 今ここではらさせてもらうよ！[END],"The ones who should give it up are you. I'll make you pay back the grudge inherited for generations from my ancestors, here and now!",16522
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",大臣「スーパーウルトラデラックス 大臣チェーーーンジ！！[END],Chancellor: Super Ultra Deluxe Chancellor Chaaaange!!,16525
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",マール「父上…… 私……[END],Marle: Father...... I......,16528
text,To the Fateful Time......,"Guardia Castle, 1000 A.D.",王「いいんじゃ、何も言うな。 わからずやの私がいけなかったんだ。[END],"King: It's fine, don't say anything. I shouldn't have been so obstinate.",16531
